,index,SALE TYPE,PROP_TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQFT,LOT,YR_BUILT,DAYS ON MARKET,PRICE_SQFT,HOA/MONTH,STATUS,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DIST,HOSPITAL_D,RAIL_DIST,ESCHOOL,HSCHOOL,BUS_COUNTS,FnB_COUNTS
7105,7373,MLS Listing,Condo/Co-op,143-28 41st Ave Unit 8C,Flushing,NY,11355.0,940500.0,2.0,2.0,Stern 88 Condo Corp.,855.0,0.0,2016.0,262.0,1100.0,435.0,Active,https://www.redfin.com/NY/Flushing/14328-41st-Ave-11355/unit-8C/home/144212639,OneKey® MLS as Distributed by MLS Grid,3481639,N,Y,40.759914,-73.822716,1220.86966119027,1032.69532696349,815.497482687879,25.0,25.0,23.0,76.0
7106,7374,MLS Listing,Multi-Family,144-23 37th Ave,Flushing,NY,11354.0,2128000.0,7.0,4.0,Flushing,2576.0,2974.0,1970.0,122.0,826.0869565217391,0.0,Active,https://www.redfin.com/NY/Flushing/14423-37th-Ave-11354/home/20858034,OneKey® MLS as Distributed by MLS Grid,3511886,N,Y,40.7640327,-73.8221166,1695.07021476586,1452.93882026739,1095.64150357985,25.0,25.0,22.0,40.0
7107,7375,MLS Listing,Condo/Co-op,144-49 Northern Blvd #229,Flushing,NY,11354.0,896500.0,2.0,2.0,Northern Parc,799.0,0.0,2023.0,191.0,1122.0275344180225,526.0,Active,https://www.redfin.com/NY/Flushing/144-49-Northern-Blvd-11354/unit-229/home/186484700,OneKey® MLS as Distributed by MLS Grid,3497373,N,Y,40.7650838,-73.8220847,1547.70332914328,1586.21611448215,1196.60066125395,25.0,25.0,22.0,34.0
7108,7376,MLS Listing,Condo/Co-op,144-49 Northern Blvd #305,Flushing,NY,11354.0,912200.0,2.0,2.0,Northern Parc,1820.9035045607297,0.0,2023.0,191.0,500.9600990471249,497.0,Active,https://www.redfin.com/NY/Flushing/144-49-Northern-Blvd-11354/unit-305/home/186484715,OneKey® MLS as Distributed by MLS Grid,3497376,N,Y,40.7650838,-73.8220847,1547.70332914328,1586.21611448215,1196.60066125395,25.0,25.0,22.0,34.0
7109,7377,MLS Listing,Condo/Co-op,144-49 Northern Blvd #318,Flushing,NY,11354.0,993700.0,2.0,2.0,Northern Parc,866.0,0.0,2023.0,191.0,1147.459584295612,526.0,Active,https://www.redfin.com/NY/Flushing/144-49-Northern-Blvd-11354/unit-318/home/186484696,OneKey® MLS as Distributed by MLS Grid,3497370,N,Y,40.7650838,-73.8220847,1547.70332914328,1586.21611448215,1196.60066125395,25.0,25.0,22.0,34.0
7119,7387,MLS Listing,Condo/Co-op,138-10 Franklin Ave Unit 12 J,Flushing,NY,11355.0,349000.0,1.0,1.0,Carlyle Towers B,876.0,0.0,1960.0,70.0,398.4018264840183,1066.0,Active,https://www.redfin.com/NY/Flushing/13810-Franklin-Ave-11355/unit-12J/home/20650328,OneKey® MLS as Distributed by MLS Grid,3520489,N,Y,40.7547252,-73.8255572,466.459047073814,1112.68937981261,872.4342752707779,25.0,25.0,19.0,75.0
7120,7388,MLS Listing,Condo/Co-op,138-10 Franklin Ave Unit 11E,Flushing,NY,11355.0,325000.0,1.0,1.0,Carlyle Tower B,700.0,0.0,1961.0,31.0,464.2857142857143,1067.0,Active,https://www.redfin.com/NY/Flushing/138-10-Franklin-Ave-11355/unit-11E/home/184421508,OneKey® MLS as Distributed by MLS Grid,3525277,N,Y,40.7547252,-73.8255572,466.459047073814,1112.68937981261,872.4342752707779,25.0,25.0,19.0,75.0
7121,7389,MLS Listing,Condo/Co-op,138-10 Franklin Ave Unit 10 J,Flushing,NY,11355.0,320000.0,1.0,1.0,Carlyle Towers B,876.0,0.0,1960.0,104.0,365.29680365296804,1045.0,Active,https://www.redfin.com/NY/Flushing/138-10-Franklin-Ave-11355/unit-10J/home/183363707,OneKey® MLS as Distributed by MLS Grid,3515091,N,Y,40.7547252,-73.8255572,466.459047073814,1112.68937981261,872.4342752707779,25.0,25.0,19.0,75.0
7122,7390,MLS Listing,Condo/Co-op,138-10 Franklin Ave Unit 5H,Flushing,NY,11355.0,434888.0,2.0,1.0,"Carlyle Towers Coop ""B""",1000.0,0.0,1961.0,30.0,434.888,1110.0,Active,https://www.redfin.com/NY/Queens/138-10-Franklin-Ave-11355/unit-5H/home/28465447,OneKey® MLS as Distributed by MLS Grid,3526655,N,Y,40.7547252,-73.8255572,466.459047073814,1112.68937981261,872.4342752707779,25.0,25.0,19.0,75.0
7123,7391,MLS Listing,Condo/Co-op,138-10 Franklin Ave Unit 14K,Flushing,NY,11355.0,478000.0,3.0,2.0,Carlyle Towers B,1300.0,0.0,1961.0,150.0,367.6923076923077,1590.0,Active,https://www.redfin.com/NY/Flushing/138-10-Franklin-Ave-11355/unit-14K/home/182917656,OneKey® MLS as Distributed by MLS Grid,3505846,N,Y,40.7547252,-73.8255572,466.459047073814,1112.68937981261,872.4342752707779,25.0,25.0,19.0,75.0
7124,7392,MLS Listing,Condo/Co-op,42-45 Kissena Blvd Unit 6E,Flushing,NY,11355.0,338000.0,1.0,1.0,Park Hill Owners Inc.,700.0,0.0,1956.0,338.0,482.85714285714283,597.0,Active,https://www.redfin.com/NY/Flushing/4245-Kissena-Blvd-11355/unit-6E/home/109704559,OneKey® MLS as Distributed by MLS Grid,3465353,N,Y,40.7566154,-73.8254585,734.4379912090301,1123.05188044906,671.837384562806,25.0,25.0,17.0,83.0
7125,7393,MLS Listing,Condo/Co-op,43-10 Kissena Blvd Unit 10E,Flushing,NY,11354.0,348000.0,1.0,1.0,Carlyle Tower,1820.9035045607297,0.0,1962.0,131.0,191.11391632142016,906.0,Active,https://www.redfin.com/NY/Flushing/4310-Kissena-Blvd-11355/unit-10E/home/20653983,OneKey® MLS as Distributed by MLS Grid,3509423,N,Y,40.7546951,-73.8246807,442.979994450284,1032.11969559498,934.977384866527,25.0,25.0,21.0,72.0
7126,7394,MLS Listing,Condo/Co-op,42-42 Union St Unit 2A,Flushing,NY,11355.0,588000.0,1.0,1.0,Union Terrace Condominim,1820.9035045607297,0.0,1986.0,60.0,322.9166172327444,260.0,Active,https://www.redfin.com/NY/Flushing/4242-Union-St-11355/unit-2A/home/20851234,OneKey® MLS as Distributed by MLS Grid,3522019,N,Y,40.7566585,-73.8243684,729.616843788216,1004.13279570537,764.253594118845,25.0,25.0,20.0,80.0
7127,7395,MLS Listing,Condo/Co-op,142-15 Franklin Ave Unit 5L,Flushing,NY,11355.0,458000.0,2.0,2.0,Franklin Owners Corp,1820.9035045607297,0.0,1969.0,86.0,251.52348757244377,1117.0,Active,https://www.redfin.com/NY/Flushing/14215-Franklin-Ave-11355/unit-5L/home/21716935,OneKey® MLS as Distributed by MLS Grid,3517924,N,Y,40.7566557,-73.8232967,737.724924562845,886.635800946724,865.47698930584,25.0,25.0,22.0,80.0
7130,7398,MLS Listing,Condo/Co-op,4355 Kissena Unit 3D,Flushing,NY,11354.0,388000.0,1.0,1.0,Paysons,1820.9035045607297,0.0,1956.0,26.0,213.08103313997418,973.0,Active,https://www.redfin.com/NY/Flushing/4355-Kissena-Blvd-11355/unit-3D/home/176129220,OneKey® MLS as Distributed by MLS Grid,3527297,N,Y,40.7545034,-73.8228376,443.707053046784,833.329431054703,1096.37506111709,25.0,25.0,18.0,41.0
7131,7399,MLS Listing,Condo/Co-op,43-55 Kissena Blvd Unit 1H,Flushing,NY,11355.0,495000.0,2.0,1.0,Flushing,1820.9035045607297,0.0,1938.0,102.0,271.84307062960625,1253.0,Active,https://www.redfin.com/NY/Flushing/4355-Kissena-Blvd-11355/unit-1H/home/45419466,OneKey® MLS as Distributed by MLS Grid,3515461,N,Y,40.7545034,-73.8228376,443.707053046784,833.329431054703,1096.37506111709,25.0,25.0,18.0,41.0
7132,7400,MLS Listing,Condo/Co-op,140-22 Beech Ave Unit 7E+P2,Flushing,NY,11355.0,769000.0,2.0,2.0,Shangri-La Tower,1186.0,0.0,2010.0,259.0,648.397976391231,593.0,Active,https://www.redfin.com/NY/Queens/140-22-Beech-Ave-11355/unit-7EP2/home/187324005,OneKey® MLS as Distributed by MLS Grid,3482621,N,Y,40.7549548,-73.8223675,525.111837337623,771.949297840016,1092.52302739394,25.0,25.0,19.0,44.0
7133,7401,MLS Listing,Condo/Co-op,140-75 Ash Ave Unit 5D,Flushing,NY,11355.0,719000.0,2.0,2.0,140-71 Condo,1000.0,0.0,2009.0,68.0,719.0,425.0,Active,https://www.redfin.com/NY/Flushing/14075-Ash-Ave-11355/unit-5D/home/59307850,OneKey® MLS as Distributed by MLS Grid,3520808,N,Y,40.7563492,-73.8221254,725.638993977597,750.3686194366259,1001.26176139143,25.0,25.0,22.0,54.0
7134,7402,MLS Listing,Condo/Co-op,140-31 Cherry Ave Unit 9A,Flushing,NY,11355.0,579000.0,2.0,2.0,New Cherry Condo,750.0,5700.0,2006.0,90.0,772.0,338.0,Active,https://www.redfin.com/NY/Flushing/14031-Cherry-Ave-11355/unit-9A/home/21687731,OneKey® MLS as Distributed by MLS Grid,3517458,N,Y,40.75467,-73.821996,506.641684988091,736.803711661047,1150.98275348052,25.0,25.0,20.0,38.0
7135,7403,MLS Listing,Condo/Co-op,141-15 Cherry Ave Unit 2E,Flushing,NY,11355.0,1016500.0,2.0,2.0,Cherry Plaza,1070.0,0.0,2023.0,67.0,950.0,609.0,Active,https://www.redfin.com/NY/Queens/141-15-Cherry-Ave-11355/unit-2E/home/188923503,OneKey® MLS as Distributed by MLS Grid,3521184,N,Y,40.7550327,-73.8214694,582.667111912436,671.321848918152,1165.61538058361,25.0,25.0,20.0,37.0
7136,7404,MLS Listing,Condo/Co-op,42-23 Parsons Blvd Unit 6B,Flushing,NY,11355.0,697680.0,2.0,2.0,Golden Garden,734.0,0.0,2022.0,25.0,950.5177111716621,348.0,Active,https://www.redfin.com/NY/Queens/4223-Parsons-Blvd-11355/unit-6B/home/183566236,OneKey® MLS as Distributed by MLS Grid,3527489,N,Y,40.7582176,-73.8193396,1106.00006239456,584.853798547741,1207.26702502734,25.0,25.0,19.0,30.0
7137,7405,MLS Listing,Condo/Co-op,42-23 Parsons Blvd Unit 1E,Flushing,NY,11355.0,753350.0,2.0,2.0,Golden Garden,793.0,0.0,2022.0,25.0,950.0,376.0,Active,https://www.redfin.com/NY/Queens/4223-Parsons-Blvd-11355/unit-1E/home/183565441,OneKey® MLS as Distributed by MLS Grid,3527477,N,Y,40.7582176,-73.8193396,1106.00006239456,584.853798547741,1207.26702502734,25.0,25.0,19.0,30.0
7138,7406,MLS Listing,Condo/Co-op,42-23 Parsons Blvd Unit 7C,Flushing,NY,11355.0,848000.0,2.0,2.0,Golden Garden,910.0,0.0,2022.0,25.0,931.8681318681319,432.0,Active,https://www.redfin.com/NY/Queens/4223-Parsons-Blvd-11355/unit-7C/home/183566448,OneKey® MLS as Distributed by MLS Grid,3527493,N,Y,40.7582176,-73.8193396,1106.00006239456,584.853798547741,1207.26702502734,25.0,25.0,19.0,30.0
7139,7407,MLS Listing,Condo/Co-op,42-23 Parsons Blvd Unit 7A,Flushing,NY,11355.0,1058000.0,3.0,2.0,Golden Garden,1179.0,0.0,2022.0,26.0,897.370653095844,374.0,Active,https://www.redfin.com/NY/Queens/4223-Parsons-Blvd-11355/unit-7A/home/183566400,OneKey® MLS as Distributed by MLS Grid,3527491,N,Y,40.7582176,-73.8193396,1106.00006239456,584.853798547741,1207.26702502734,25.0,25.0,19.0,30.0
7140,7408,MLS Listing,Condo/Co-op,141-15 Cherry Ave Unit 3B,Flushing,NY,11355.0,501330.0,1.0,1.0,Cherry Plaza,435.0,0.0,2023.0,66.0,1152.4827586206898,255.0,Active,https://www.redfin.com/NY/Queens/141-15-Cherry-Ave-11355/unit-3B/home/188923939,OneKey® MLS as Distributed by MLS Grid,3521188,N,Y,40.7550327,-73.8214694,582.667111912436,671.321848918152,1165.61538058361,25.0,25.0,20.0,37.0
7141,7409,MLS Listing,Condo/Co-op,141-15 Cherry Ave Unit 3C,Flushing,NY,11355.0,529380.0,1.0,1.0,Cherry Plaza,460.0,0.0,2023.0,66.0,1150.8260869565217,269.0,Active,https://www.redfin.com/NY/Queens/141-15-Cherry-Ave-11355/unit-3C/home/188924002,OneKey® MLS as Distributed by MLS Grid,3521189,N,Y,40.7550327,-73.8214694,582.667111912436,671.321848918152,1165.61538058361,25.0,25.0,20.0,37.0
7142,7410,MLS Listing,Condo/Co-op,141-15 Cherry Ave Unit 4B,Flushing,NY,11355.0,506430.0,1.0,1.0,Cherry Plaza,435.0,0.0,2023.0,66.0,1164.2068965517242,257.0,Active,https://www.redfin.com/NY/Queens/141-15-Cherry-Ave-11355/unit-4B/home/188924215,OneKey® MLS as Distributed by MLS Grid,3521196,N,Y,40.7550327,-73.8214694,582.667111912436,671.321848918152,1165.61538058361,25.0,25.0,20.0,37.0
7146,7414,MLS Listing,Condo/Co-op,141-15 Cherry Ave Unit 3B,Flushing,NY,11355.0,501330.0,1.0,1.0,Cherry Plaza,435.0,0.0,2023.0,66.0,1152.4827586206898,255.0,Active,https://www.redfin.com/NY/Queens/141-15-Cherry-Ave-11355/unit-3B/home/188923939,OneKey® MLS as Distributed by MLS Grid,3521188,N,Y,40.7550327,-73.8214694,582.667111912436,671.321848918152,1165.61538058361,25.0,25.0,20.0,37.0
7147,7415,MLS Listing,Condo/Co-op,141-15 Cherry Ave Unit 3C,Flushing,NY,11355.0,529380.0,1.0,1.0,Cherry Plaza,460.0,0.0,2023.0,66.0,1150.8260869565217,269.0,Active,https://www.redfin.com/NY/Queens/141-15-Cherry-Ave-11355/unit-3C/home/188924002,OneKey® MLS as Distributed by MLS Grid,3521189,N,Y,40.7550327,-73.8214694,582.667111912436,671.321848918152,1165.61538058361,25.0,25.0,20.0,37.0
7148,7416,MLS Listing,Condo/Co-op,141-15 Cherry Ave Unit 4B,Flushing,NY,11355.0,506430.0,1.0,1.0,Cherry Plaza,435.0,0.0,2023.0,66.0,1164.2068965517242,257.0,Active,https://www.redfin.com/NY/Queens/141-15-Cherry-Ave-11355/unit-4B/home/188924215,OneKey® MLS as Distributed by MLS Grid,3521196,N,Y,40.7550327,-73.8214694,582.667111912436,671.321848918152,1165.61538058361,25.0,25.0,20.0,37.0
7152,7420,MLS Listing,Condo/Co-op,141-15 Cherry Ave Unit 2A,Flushing,NY,11355.0,494900.0,1.0,1.0,Cherry Plaza,490.0,0.0,2023.0,66.0,1010.0,278.0,Active,https://www.redfin.com/NY/Queens/141-15-Cherry-Ave-11355/unit-2A/home/188923092,OneKey® MLS as Distributed by MLS Grid,3521166,N,Y,40.7550327,-73.8214694,582.667111912436,671.321848918152,1165.61538058361,25.0,25.0,20.0,37.0
7153,7421,MLS Listing,Condo/Co-op,141-15 Cherry Ave Unit 2C,Flushing,NY,11355.0,464600.0,1.0,1.0,Cherry Plaza,460.0,0.0,2023.0,66.0,1010.0,261.0,Active,https://www.redfin.com/NY/Queens/141-15-Cherry-Ave-11355/unit-2C/home/188923328,OneKey® MLS as Distributed by MLS Grid,3521178,N,Y,40.7550327,-73.8214694,582.667111912436,671.321848918152,1165.61538058361,25.0,25.0,20.0,37.0
7154,7422,MLS Listing,Condo/Co-op,141-15 Cherry Ave Unit 2B,Flushing,NY,11355.0,439350.0,1.0,1.0,Cherry Plaza,435.0,0.0,2023.0,66.0,1010.0,247.0,Active,https://www.redfin.com/NY/Queens/141-15-Cherry-Ave-11355/unit-2B/home/188923264,OneKey® MLS as Distributed by MLS Grid,3521173,N,Y,40.7550327,-73.8214694,582.667111912436,671.321848918152,1165.61538058361,25.0,25.0,20.0,37.0
7155,7423,MLS Listing,Condo/Co-op,135-44 77 Ave Unit 27E,Flushing,NY,11367.0,295000.0,1.0,1.0,Coop,750.0,0.0,1927.0,139.0,393.3333333333333,891.0,Active,https://www.redfin.com/NY/Flushing/13544-77th-Ave-11367/unit-27E/home/20639806,OneKey® MLS as Distributed by MLS Grid,3507946,N,Y,40.7206725,-73.8238888,311.396727909587,2195.48557769317,1210.66865322959,25.0,25.0,9.0,6.0
7156,7424,MLS Listing,Condo/Co-op,77-32 Vleigh Pl Unit 82E,Flushing,NY,11367.0,288800.0,2.0,1.0,Kew Village,1820.9035045607297,0.0,1940.0,76.0,158.60258342996016,990.0,Active,https://www.redfin.com/NY/Flushing/7732-Vleigh-Pl-11367/unit-82E/home/23336517,OneKey® MLS as Distributed by MLS Grid,3519524,N,Y,40.7205244,-73.8205396,684.206078526709,1825.85509144935,1468.44099036629,25.0,25.0,10.0,10.0
7157,7425,MLS Listing,Single Family Residential,76-39 Vleigh Pl,Flushing,NY,11367.0,799999.0,3.0,2.0,Flushing,1820.9035045607297,1939.0,1940.0,17.0,439.3417871931603,0.0,Active,https://www.redfin.com/NY/Flushing/7639-Vleigh-Pl-11367/home/20826654,OneKey® MLS as Distributed by MLS Grid,3528953,N,Y,40.7214258,-73.8199133,753.460016755287,1791.8971163142,1605.5501045605,25.0,25.0,11.0,11.0
7158,7426,MLS Listing,Condo/Co-op,141-30 77th Rd Unit 3A,Kew Garden Hills,NY,11367.0,280000.0,2.0,1.0,Kew Gardens Owners Corp,1820.9035045607297,0.0,1949.0,6.0,153.76981772987827,906.0,Active,https://www.redfin.com/NY/Flushing/14130-77th-Rd-11367/unit-3A/home/20645170,OneKey® MLS as Distributed by MLS Grid,3531221,N,Y,40.720027,-73.819603,797.581917479123,1709.07930251327,1511.61393226889,25.0,25.0,11.0,10.0
7159,7427,MLS Listing,Condo/Co-op,141-12 79th Ave Unit 1I,Kew Garden Hills,NY,11367.0,314999.0,1.0,1.0,Cooperative,900.0,0.0,1943.0,39.0,349.99888888888887,0.0,Active,https://www.redfin.com/NY/Flushing/14112-79th-Ave-11367/unit-1I/home/72250157,OneKey® MLS as Distributed by MLS Grid,3524942,N,Y,40.718062,-73.8193318,921.227692139512,1649.36691683443,1311.89660114333,25.0,25.0,10.0,9.0
7160,7428,MLS Listing,Condo/Co-op,141-24 78th Rd Unit 3A,Kew Garden Hills,NY,11367.0,298888.0,2.0,1.0,Regency Gardens,755.0,0.0,1950.0,296.0,395.87814569536425,0.0,Active,https://www.redfin.com/NY/Flushing/14124-78th-Rd-11367/unit-3A/home/20653205,OneKey® MLS as Distributed by MLS Grid,3474382,N,Y,40.718845,-73.8192623,880.875182768904,1647.6825847436,1427.08078879138,25.0,25.0,11.0,10.0
7161,7429,MLS Listing,Condo/Co-op,141-17 79th Ave #2,Kew Garden Hills,NY,11367.0,269000.0,1.0,1.0,Regency Gardens,1820.9035045607297,0.0,1940.0,201.0,147.72886060477592,0.0,Active,https://www.redfin.com/NY/Queens/141-17-79th-Ave-11367/unit-2/home/186279342,OneKey® MLS as Distributed by MLS Grid,3495063,N,Y,40.7185385,-73.8191136,913.0947027233581,1627.83597209644,1384.15408913177,25.0,25.0,11.0,10.0
7162,7430,MLS Listing,Condo/Co-op,141-35 78th Rd Unit 3M,Kew Garden Hills,NY,11367.0,275000.0,1.0,0.0,Regency Gardens,1820.9035045607297,0.0,1940.0,193.0,151.02392812755903,750.0,Active,https://www.redfin.com/NY/Flushing/14135-78th-Rd-11367/unit-3M/home/110283810,OneKey® MLS as Distributed by MLS Grid,3496764,N,Y,40.719337,-73.8190301,882.6289380914529,1629.94219113201,1501.72082720099,25.0,25.0,11.0,12.0
7163,7431,MLS Listing,Condo/Co-op,77-40 Main St Unit 3A,Kew Garden Hills,NY,11367.0,299000.0,2.0,1.0,Kew Gardens Own,1820.9035045607297,0.0,1950.0,93.0,164.20419821869146,906.0,Active,https://www.redfin.com/NY/Queens/77-40-Main-St-11367/unit-3A/home/188597605,OneKey® MLS as Distributed by MLS Grid,3517103,N,Y,40.7201751,-73.8187178,891.607107054881,1616.7863066825,1606.56940951698,25.0,25.0,11.0,12.0
7164,7432,MLS Listing,Condo/Co-op,141-41 78th Rd #3,Kew Garden Hills,NY,11367.0,259000.0,1.0,1.0,Regency Gardens,1820.9035045607297,0.0,1949.0,17.0,142.2370814001374,750.0,Active,https://www.redfin.com/NY/Flushing/141-41A-78th-Rd-11367/unit-3/home/189594368,OneKey® MLS as Distributed by MLS Grid,3528856,N,Y,40.719459,-73.818618,922.330898948884,1587.03029542991,1525.39320244118,25.0,25.0,11.0,13.0
7165,7433,MLS Listing,Condo/Co-op,141-48 78th Ave Unit 1-H,Flushing,NY,11367.0,420000.0,2.0,1.0,Regency Gardens,950.0,0.0,1940.0,37.0,442.10526315789474,977.0,Active,https://www.redfin.com/NY/Flushing/14148-78th-Ave-11367/unit-1H/home/20626940,OneKey® MLS as Distributed by MLS Grid,3525304,N,Y,40.719806,-73.8185984,913.460354483305,1593.20202049652,1576.15727485763,25.0,25.0,11.0,13.0
7166,7434,MLS Listing,Condo/Co-op,78-16 Main St Unit 1K,Flushing,NY,11367.0,379000.0,2.0,1.0,Regency Gardens,900.0,0.0,1940.0,196.0,421.1111111111111,996.0,Active,https://www.redfin.com/NY/Kew-Gardens-Hills/7816-Main-St-11367/unit-1K/home/20623164,OneKey® MLS as Distributed by MLS Grid,3496124,N,Y,40.7194655,-73.8183058,955.862458772509,1552.80970062718,1531.68228809155,25.0,25.0,11.0,13.0
7167,7435,MLS Listing,Condo/Co-op,14145 Union Tpke Unit 1C,Kew Garden Hills,NY,11367.0,405000.0,2.0,1.0,Regency Gardens Apt. Cor,1820.9035045607297,0.0,2002.0,12.0,222.41705778785965,856.0,Active,https://www.redfin.com/NY/Flushing/14145-Union-Tpke-11367/unit-1C/home/28684247,OneKey® MLS as Distributed by MLS Grid,3529792,N,Y,40.7179846,-73.817907,1068.8029108748,1490.60801405999,1326.86182684879,25.0,25.0,10.0,12.0
7168,7436,MLS Listing,Condo/Co-op,144-18 78 Ave Unit 2N,Kew Garden Hills,NY,11367.0,255000.0,2.0,1.0,Kew Terrace Owners,897.0,0.0,1945.0,160.0,284.2809364548495,950.0,Active,https://www.redfin.com/NY/Flushing/144-18-78th-Ave-11367/unit-2N/home/172538683,OneKey® MLS as Distributed by MLS Grid,3503558,N,Y,40.7200881,-73.8175907,1017.66879210404,1491.495578472,1636.22989176395,25.0,25.0,16.0,19.0
7169,7437,MLS Listing,Condo/Co-op,144-17 79th Ave Unit 3C,Kew Garden Hills,NY,11367.0,248000.0,1.0,1.0,Kew Terrace,1820.9035045607297,0.0,1945.0,27.0,136.19612427503506,742.0,Active,https://www.redfin.com/NY/Flushing/144-17-79th-Ave-11367/unit-3C/home/167227918,OneKey® MLS as Distributed by MLS Grid,3527022,N,Y,40.7189939,-73.8170923,1103.95062486555,1409.60898709365,1492.65798395453,25.0,25.0,15.0,19.0
7170,7438,MLS Listing,Single Family Residential,147-14 76 Rd,Kew Garden Hills,NY,11367.0,998000.0,3.0,1.5,Kew Garden Hills,1800.0,1800.0,1945.0,199.0,554.4444444444445,0.0,Active,https://www.redfin.com/NY/Flushing/14714-76th-Rd-11367/home/20821877,OneKey® MLS as Distributed by MLS Grid,3495553,N,Y,40.7225614,-73.8167273,1109.77266841498,1524.24823976598,1987.38289681323,25.0,25.0,20.0,24.0
7171,7439,MLS Listing,Single Family Residential,147-20 76th Rd,Flushing,NY,11367.0,798000.0,3.0,1.5,Flushing,1820.9035045607297,1800.0,1945.0,74.0,438.2439805301531,0.0,Active,https://www.redfin.com/NY/Flushing/14720-76th-Rd-11367/home/20825068,OneKey® MLS as Distributed by MLS Grid,3520027,N,Y,40.7226341,-73.8165656,1128.0332388046,1513.13363070429,2008.19115592297,25.0,25.0,20.0,24.0
7172,7440,MLS Listing,Single Family Residential,147-35 77th Rd,Flushing,NY,11367.0,829000.0,3.0,1.5,Flushing,1820.9035045607297,1800.0,1945.0,25.0,455.2684960645325,0.0,Active,https://www.redfin.com/NY/Flushing/14735-77th-Rd-11367/home/20825369,OneKey® MLS as Distributed by MLS Grid,3527342,N,Y,40.7218497,-73.815536,1244.45876695825,1359.08534250775,1943.58867586967,25.0,25.0,21.0,21.0
7173,7441,MLS Listing,Single Family Residential,147-16 76 Rd,Kew Garden Hills,NY,11367.0,998000.0,3.0,1.5,Kew Garden Hills,1820.9035045607297,1800.0,1945.0,205.0,548.0795646229233,0.0,Active,https://www.redfin.com/NY/Flushing/14716-76th-Rd-11367/home/20820191,OneKey® MLS as Distributed by MLS Grid,3494259,N,Y,40.722593,-73.81668,1115.14044378315,1521.66785078732,1994.38029591405,25.0,25.0,20.0,24.0
7174,7442,MLS Listing,Multi-Family,147-57 76th Rd,Flushing,NY,11367.0,1278000.0,4.0,2.5,Flushing,1820.9035045607297,2000.0,1955.0,61.0,701.8493823528016,0.0,Active,https://www.redfin.com/NY/Flushing/14757-76th-Rd-11367/home/20821880,OneKey® MLS as Distributed by MLS Grid,3521909,N,Y,40.7234054,-73.8154612,1259.03798084988,1465.09052855161,2165.55395540766,25.0,25.0,19.0,25.0
7175,7443,MLS Listing,Single Family Residential,138-12 76th Ave,Kew Garden Hills,NY,11367.0,1165000.0,3.0,1.5,Kew Garden Hills,1820.9035045607297,4664.0,1945.0,25.0,639.7922773403865,0.0,Active,https://www.redfin.com/NY/Flushing/13812-76th-Ave-11367/home/20829659,OneKey® MLS as Distributed by MLS Grid,3527738,N,Y,40.7218043,-73.8224261,483.35977756314094,2075.86115841845,1442.99853340569,25.0,25.0,10.0,8.0
7176,7444,MLS Listing,Multi-Family,137-38 Kalmia Ave,Flushing,NY,11355.0,1850000.0,6.0,4.0,Flushing,1820.9035045607297,3700.0,1987.0,259.0,1015.9791528581244,0.0,Active,https://www.redfin.com/NY/Flushing/13738-Kalmia-Ave-11355/home/20851628,OneKey® MLS as Distributed by MLS Grid,3482742,N,Y,40.7489132,-73.8192305,141.052254099601,707.260133881207,1977.78062434265,25.0,25.0,9.0,16.0
7178,7446,MLS Listing,Single Family Residential,46-40 Kissena Blvd,Flushing,NY,11355.0,1196000.0,3.0,1.5,Flushing,1820.9035045607297,3900.0,1925.0,11.0,656.8167928747658,0.0,Active,https://www.redfin.com/NY/Flushing/4640-Kissena-Blvd-11355/home/20851314,OneKey® MLS as Distributed by MLS Grid,3530399,N,Y,40.749519,-73.818277,266.697194616518,839.7062804059939,1976.46636514112,25.0,25.0,12.0,21.0
7179,7447,MLS Listing,Multi-Family,143-16 Holly Ave,Flushing,NY,11355.0,1200000.0,7.0,3.0,Flushing,1820.9035045607297,2500.0,1915.0,7.0,659.0135045566212,0.0,Active,https://www.redfin.com/NY/Flushing/14316-Holly-Ave-11355/home/20853842,OneKey® MLS as Distributed by MLS Grid,3531215,N,Y,40.7523976,-73.8160253,756.451805700143,463.333867676153,1884.34914623737,25.0,25.0,11.0,17.0
7180,7448,MLS Listing,Multi-Family,140-34 Quince Ave,Flushing,NY,11355.0,1050000.0,3.0,2.0,Flushing,1820.9035045607297,2525.0,1930.0,95.0,576.6368164870436,0.0,Active,https://www.redfin.com/NY/Flushing/14034-Quince-Ave-11355/home/20852988,OneKey® MLS as Distributed by MLS Grid,3516915,N,Y,40.7472299,-73.8134628,83.6550111233107,1238.9930862041,2589.53171089842,25.0,25.0,3.0,6.0
7181,7449,MLS Listing,Single Family Residential,14611 Laburnum Ave,Flushing,NY,11355.0,1080000.0,3.0,1.5,Flushing,1188.0,2875.0,1950.0,40.0,909.0909090909091,0.0,Active,https://www.redfin.com/NY/Flushing/14611-Laburnum-Ave-11355/home/20853509,OneKey® MLS as Distributed by MLS Grid,H6284178,N,Y,40.751962,-73.813297,617.440691425845,576.633543501592,2174.76182698546,25.0,25.0,10.0,14.0
